T.Fe%,CaO%,MgO%,SiO2%,Al2O3%,MnO%,P%,Cr2O3%,AI
53.60,11.81,2.73,6.25,2.87,0.021,0.056,0.027,6.00
53.06,12.68,2.83,6.57,2.91,0.023,0.059,0.026,6.20
53.45,11.83,2.61,6.75,2.81,0.022,0.054,0.029,6.07
52.90,12.66,2.97,6.37,2.80,0.024,0.061,0.028,6.13
53.29,12.17,2.75,6.55,2.81,0.025,0.053,0.029,6.33
52.80,12.83,3.05,6.63,2.78,0.029,0.052,0.029,6.07
53.73,11.62,2.61,6.19,2.77,0.027,0.055,0.030,6.33
52.79,13.13,3.08,6.31,2.77,0.028,0.056,0.028,6.07
53.58,11.79,2.58,6.14,2.79,0.022,0.056,0.030,6.67
53.09,12.44,2.93,6.38,2.83,0.034,0.060,0.032,6.40
53.42,12.13,2.73,6.30,2.85,0.025,0.058,0.029,6.67
53.19,12.19,2.83,6.43,2.86,0.025,0.052,0.029,6.60
53.03,12.28,2.74,6.46,2.89,0.022,0.056,0.028,6.60
53.14,12.11,2.62,6.61,2.94,0.021,0.059,0.028,6.73
52.90,12.47,2.96,6.40,2.77,0.025,0.054,0.027,6.13
53.34,11.97,2.72,6.60,2.82,0.028,0.055,0.030,6.73
52.83,12.81,3.18,7.07,2.91,0.023,0.060,0.025,6.53
53.28,11.80,2.78,6.93,2.92,0.026,0.052,0.030,6.80
52.98,12.54,2.95,6.69,2.83,0.026,0.052,0.031,7.33
52.55,13.10,3.26,6.28,2.90,0.030,0.057,0.030,6.47
53.46,11.79,2.81,6.55,2.93,0.028,0.059,0.029,6.73
52.48,13.14,3.27,7.04,2.99,0.026,0.061,0.027,6.47
53.61,11.76,2.64,5.94,2.89,0.022,0.054,0.031,6.33
53.24,12.34,2.97,5.84,2.79,0.030,0.051,0.029,6.07
53.66,11.74,2.63,6.46,2.91,0.028,0.055,0.028,6.27
53.27,12.31,3.09,6.13,2.85,0.032,0.055,0.028,6.07
53.19,12.21,2.94,6.76,2.83,0.024,0.051,0.029,6.73
53.01,12.40,3.16,6.44,3.04,0.025,0.063,0.028,6.33
53.54,11.76,2.74,6.27,2.86,0.027,0.055,0.031,6.13
53.18,12.56,3.01,5.59,2.73,0.026,0.057,0.030,5.93
53.53,11.88,2.84,6.51,2.81,0.025,0.054,0.027,6.40
53.18,12.66,3.12,5.82,2.79,0.025,0.059,0.026,6.33
53.70,11.86,2.77,5.14,2.82,0.024,0.053,0.029,6.47
53.37,12.42,2.95,5.19,2.79,0.025,0.056,0.028,6.27
53.61,12.02,2.72,5.51,2.75,0.026,0.052,0.028,6.40
53.01,12.60,3.10,6.08,2.92,0.031,0.062,0.028,6.20
53.69,11.78,2.82,6.19,2.79,0.026,0.056,0.027,6.40
53.53,11.81,2.73,6.36,2.86,0.051,0.059,0.028,6.33
53.67,11.64,2.56,5.86,2.88,0.025,0.053,0.031,6.53
53.17,12.37,3.15,6.40,2.87,0.031,0.059,0.028,6.53
53.92,11.36,2.61,6.45,2.87,0.026,0.056,0.029,6.73
52.96,12.85,2.86,5.73,2.83,0.024,0.055,0.029,6.67
53.40,12.26,2.76,5.29,2.80,0.027,0.057,0.028,5.87
53.11,12.65,2.88,5.75,2.77,0.030,0.055,0.030,6.53
53.33,12.40,2.95,5.38,2.75,0.028,0.053,0.029,6.53
53.35,12.32,3.03,5.57,2.76,0.026,0.052,0.028,6.33
53.57,12.03,3.10,5.12,2.74,0.031,0.059,0.029,6.60
53.72,11.84,2.92,5.08,2.76,0.026,0.056,0.030,6.67
52.42,13.50,3.30,5.61,2.85,0.053,0.064,0.028,6.47
52.98,12.75,3.27,5.16,2.85,0.025,0.054,0.032,6.60
53.35,12.13,3.13,6.38,2.86,0.029,0.062,0.028,6.47
53.10,12.38,3.11,5.79,2.89,0.024,0.064,0.029,6.40
53.16,12.24,3.18,5.72,2.84,0.028,0.062,0.029,7.07
52.49,13.10,3.35,6.20,2.87,0.025,0.057,0.030,6.33
52.66,12.96,3.06,6.27,2.93,0.028,0.058,0.030,6.07
52.62,13.05,3.43,6.56,2.85,0.029,0.058,0.033,6.60
52.68,12.84,3.24,6.36,2.90,0.039,0.060,0.033,6.13
53.04,12.32,3.24,6.37,2.84,0.027,0.054,0.031,6.33
53.16,12.27,2.99,5.95,2.82,0.028,0.060,0.036,5.93
53.13,12.07,3.12,6.36,2.85,0.030,0.054,0.035,6.00
53.27,12.16,2.95,6.28,2.83,0.026,0.056,0.033,5.87
53.29,12.14,2.98,6.23,2.83,0.024,0.057,0.034,5.80
53.14,12.06,3.20,6.50,2.79,0.028,0.054,0.037,6.00
53.22,12.08,3.09,6.18,2.79,0.024,0.055,0.031,6.07
53.06,12.30,3.09,6.50,2.80,0.024,0.055,0.030,6.27
53.50,12.00,2.81,6.09,2.79,0.029,0.058,0.029,6.40
53.39,12.26,2.98,6.39,2.76,0.024,0.058,0.027,6.53
52.71,13.01,3.27,6.45,2.90,0.028,0.063,0.028,6.13
53.27,12.31,3.01,5.85,2.71,0.048,0.052,0.029,6.40
53.34,12.21,2.98,5.41,2.83,0.034,0.060,0.031,6.07
53.39,12.14,3.03,6.27,2.80,0.025,0.057,0.029,5.67
52.75,12.83,3.18,6.33,2.91,0.030,0.058,0.028,6.13
53.24,12.48,3.11,5.99,2.69,0.026,0.055,0.032,6.07
52.78,13.07,3.07,5.83,2.75,0.029,0.057,0.029,6.00
53.35,12.29,2.95,5.98,2.57,0.032,0.055,0.031,6.53
53.61,11.95,2.96,5.87,2.58,0.034,0.053,0.030,6.40
53.30,12.33,3.00,6.00,2.60,0.026,0.053,0.028,6.47
52.82,12.65,3.17,6.32,2.71,0.024,0.056,0.029,6.00
53.23,12.34,3.04,6.54,2.79,0.030,0.055,0.030,6.20
52.66,12.90,3.28,6.53,2.73,0.025,0.054,0.034,6.53
53.31,12.26,2.93,5.80,2.73,0.025,0.054,0.032,6.33
52.78,13.07,3.13,6.30,2.82,0.028,0.056,0.028,6.13
52.79,12.92,3.00,6.64,2.73,0.024,0.057,0.027,6.00
52.72,13.00,3.35,6.07,2.69,0.033,0.054,0.031,5.67
52.65,13.15,3.30,6.21,2.77,0.035,0.055,0.029,6.00
52.50,13.49,3.34,6.12,2.70,0.032,0.055,0.029,5.47
52.90,12.85,3.22,6.14,2.72,0.025,0.054,0.029,6.53
52.51,13.31,3.44,6.61,2.82,0.029,0.057,0.030,6.07
53.15,12.49,3.12,6.05,2.68,0.026,0.056,0.032,6.13
52.90,12.74,2.98,6.16,2.76,0.028,0.054,0.030,6.20
53.34,12.41,2.87,5.84,2.67,0.025,0.054,0.030,5.80
53.36,12.25,2.76,6.26,2.61,0.025,0.051,0.030,6.07
53.02,12.68,2.82,6.47,2.75,0.025,0.054,0.029,6.53
53.38,12.09,2.87,6.26,2.70,0.025,0.050,0.030,6.60
53.27,12.31,2.96,6.17,2.72,0.023,0.053,0.032,6.00
53.17,12.28,2.99,6.50,2.67,0.031,0.049,0.030,6.47
53.03,12.51,2.99,6.52,2.63,0.029,0.052,0.033,5.87
53.42,12.07,2.87,6.64,2.70,0.024,0.057,0.033,6.20
52.87,13.02,3.42,6.01,2.68,0.027,0.056,0.030,6.20
53.70,11.58,2.70,5.79,2.69,0.029,0.051,0.033,6.47
52.69,13.06,3.27,6.09,2.75,0.027,0.055,0.030,6.00
53.33,12.21,3.06,6.32,2.81,0.025,0.053,0.030,6.40
53.55,12.13,3.01,5.21,2.66,0.036,0.054,0.032,6.07
53.42,12.15,2.87,5.73,2.67,0.031,0.053,0.034,6.00
52.65,13.28,3.22,5.92,2.72,0.031,0.053,0.030,6.33
53.47,12.41,2.92,4.81,2.55,0.022,0.052,0.031,6.07
52.83,12.93,3.19,5.46,2.65,0.026,0.055,0.031,6.53
53.32,12.38,2.99,5.91,2.73,0.023,0.053,0.033,6.33
52.92,12.83,3.15,6.35,2.78,0.032,0.059,0.030,6.27
53.62,11.76,2.69,6.26,2.70,0.027,0.052,0.032,6.13
52.69,12.94,3.28,6.51,2.79,0.030,0.058,0.030,6.20
53.15,12.34,2.87,6.56,2.74,0.026,0.059,0.030,6.13
52.82,12.85,3.10,6.32,2.72,0.029,0.058,0.030,5.93
53.23,12.32,2.89,6.81,2.75,0.025,0.053,0.031,6.00
53.08,12.25,3.03,6.93,2.76,0.030,0.059,0.031,6.13
53.21,12.24,2.82,6.31,2.80,0.031,0.056,0.033,6.33
53.19,12.00,3.44,6.61,2.78,0.033,0.056,0.030,6.20
52.82,12.90,3.05,7.10,2.80,0.031,0.055,0.027,6.33
52.91,12.72,3.20,6.74,2.76,0.040,0.055,0.030,6.33
52.66,13.08,3.31,6.34,2.70,0.024,0.057,0.031,6.40
53.15,12.49,3.22,5.83,2.68,0.033,0.063,0.032,6.13
53.38,12.28,2.78,6.01,2.64,0.027,0.056,0.034,6.20
53.03,12.54,2.96,6.29,2.75,0.035,0.056,0.031,6.47
53.41,12.18,2.82,5.97,2.76,0.029,0.054,0.030,6.13
52.00,12.82,3.28,5.84,2.67,0.032,0.058,0.036,6.47
53.21,12.55,2.91,6.02,2.69,0.029,0.054,0.033,6.20
53.10,12.33,3.26,6.32,2.64,0.046,0.048,0.032,6.33
53.46,11.99,2.77,6.29,2.64,0.029,0.047,0.034,6.47
52.23,13.24,3.42,6.49,2.59,0.033,0.051,0.030,6.53
53.40,12.12,2.78,6.36,2.60,0.028,0.047,0.032,6.27
52.32,13.15,3.43,6.47,2.78,0.045,0.048,0.028,6.53
53.99,11.50,2.76,6.01,2.64,0.034,0.053,0.032,6.73
53.20,12.35,3.14,5.84,2.61,0.051,0.049,0.032,6.40
53.80,11.57,2.97,6.29,2.70,0.041,0.050,0.030,6.27
52.38,13.11,3.48,7.19,2.78,0.055,0.054,0.029,6.13
53.59,11.87,2.99,5.89,2.64,0.046,0.049,0.030,6.47
53.45,12.02,2.85,5.91,2.58,0.064,0.049,0.034,6.00
53.66,11.68,2.88,5.86,2.60,0.066,0.050,0.035,6.27
52.76,12.83,3.23,6.07,2.78,0.044,0.047,0.032,6.47
53.69,11.72,2.91,6.46,2.70,0.066,0.051,0.032,6.13
53.14,12.58,3.14,6.44,2.71,0.053,0.053,0.030,6.73
53.74,11.60,3.12,6.18,2.59,0.061,0.049,0.033,6.53
53.04,12.59,2.96,6.06,2.60,0.053,0.050,0.050,6.33
53.51,12.00,2.97,6.09,2.69,0.069,0.052,0.030,6.67
52.76,12.89,3.30,6.43,2.75,0.063,0.048,0.031,6.33
53.53,11.71,3.02,6.59,2.80,0.072,0.051,0.033,6.07
52.76,12.87,3.09,6.20,2.73,0.060,0.052,0.031,6.13
53.80,11.56,2.82,6.01,2.71,0.060,0.049,0.034,5.87
53.08,12.34,3.00,6.35,2.74,0.060,0.050,0.032,6.07
54.52,10.93,2.81,5.24,2.87,0.051,0.052,0.035,6.47
53.15,12.37,3.22,6.28,2.80,0.038,0.050,0.029,6.40
53.46,12.02,3.01,5.69,2.69,0.034,0.049,0.031,6.13
52.74,12.87,3.20,6.12,2.84,0.034,0.051,0.030,6.20
53.80,11.42,2.75,6.20,2.74,0.033,0.056,0.030,6.33
53.01,12.61,3.14,6.43,2.75,0.034,0.052,0.029,6.20
53.10,12.37,3.08,6.06,2.77,0.042,0.053,0.031,6.13
52.67,12.96,3.25,6.62,2.81,0.034,0.052,0.031,6.53
53.84,11.59,2.85,5.64,2.68,0.041,0.051,0.037,6.20
52.86,12.75,3.09,6.73,2.82,0.032,0.052,0.030,6.47
53.71,11.94,2.88,5.74,2.68,0.033,0.056,0.033,6.13
52.86,12.83,3.09,6.54,2.74,0.031,0.055,0.031,5.93
53.87,11.68,2.94,5.42,2.60,0.032,0.049,0.038,6.47
52.75,12.97,3.01,6.56,2.74,0.029,0.053,0.032,6.00
53.64,11.74,2.92,5.89,2.67,0.032,0.051,0.033,6.53
53.02,12.77,3.14,5.84,2.66,0.038,0.052,0.031,6.47
53.60,11.77,2.97,6.31,2.68,0.031,0.049,0.032,6.07
52.82,12.90,3.19,6.07,2.73,0.036,0.053,0.031,5.60
53.54,11.92,2.79,5.77,2.75,0.030,0.055,0.031,6.07
53.05,12.41,3.38,5.71,2.69,0.032,0.051,0.034,6.47
53.78,11.53,2.66,5.94,2.73,0.030,0.053,0.035,6.07
52.89,12.86,3.12,6.25,2.76,0.029,0.054,0.029,6.27
53.99,11.24,2.79,5.89,2.74,0.031,0.054,0.031,6.00
53.22,12.28,3.10,6.29,2.72,0.033,0.053,0.030,6.20
53.16,12.46,2.96,5.70,2.64,0.029,0.051,0.032,5.87
52.55,13.07,3.13,6.95,2.71,0.032,0.049,0.032,6.47
53.73,11.63,2.75,6.42,2.67,0.029,0.052,0.032,5.93
52.60,13.14,3.13,6.75,2.78,0.034,0.054,0.030,6.33
54.13,11.20,2.54,5.72,2.61,0.030,0.048,0.032,6.40
52.79,12.93,2.97,6.25,2.64,0.047,0.050,0.031,5.53
53.57,11.91,2.84,5.47,2.65,0.030,0.050,0.035,5.80
52.56,13.26,3.27,6.24,2.61,0.029,0.050,0.033,5.87
53.27,12.28,2.91,6.49,2.67,0.044,0.052,0.029,6.07
52.07,13.92,3.24,6.60,2.62,0.034,0.050,0.030,6.13
53.15,12.38,3.03,5.76,2.65,0.029,0.050,0.037,6.13
52.87,12.78,3.11,5.98,2.60,0.026,0.051,0.034,5.80
52.95,12.78,3.11,6.55,2.67,0.031,0.051,0.033,6.13
52.17,14.01,3.14,6.39,2.70,0.036,0.050,0.031,5.93
53.43,12.26,2.81,6.02,2.62,0.025,0.051,0.030,6.20
52.87,12.97,3.22,6.35,2.65,0.031,0.053,0.029,5.80
53.82,11.60,2.78,5.71,2.62,0.029,0.049,0.033,5.87
52.39,13.35,3.31,6.17,2.70,0.032,0.050,0.032,6.07
53.55,12.08,2.91,5.89,2.65,0.028,0.052,0.035,6.47
54.09,11.43,2.74,5.29,2.52,0.030,0.048,0.035,6.40
53.06,12.66,3.02,6.48,2.60,0.033,0.048,0.032,6.27
54.19,11.23,2.66,5.92,2.52,0.034,0.047,0.033,6.33
53.59,11.98,2.99,6.07,2.58,0.028,0.028,0.033,6.93
53.17,12.51,3.00,6.13,2.65,0.028,0.051,0.035,6.07
53.75,11.65,2.79,5.63,2.62,0.029,0.050,0.034,5.93
53.09,12.56,3.05,6.08,2.68,0.030,0.051,0.031,6.33
53.89,11.28,2.76,6.22,2.60,0.033,0.051,0.037,6.20
53.05,12.51,2.92,6.52,2.65,0.026,0.053,0.032,6.60
53.46,12.10,3.05,6.49,2.60,0.026,0.051,0.032,6.47
52.90,12.82,3.11,6.80,2.64,0.027,0.052,0.034,6.27
52.71,11.19,3.27,7.51,2.48,0.025,0.047,0.038,6.47
53.08,12.38,3.16,6.05,2.68,0.028,0.051,0.033,6.60
53.51,11.76,2.88,6.69,2.62,0.025,0.052,0.034,6.33
53.31,11.91,2.85,7.11,2.62,0.025,0.049,0.035,6.33
